-1	38	0	0
-1	38	1	0
-1	38	2	0
8	38	3	180
-1	38	4	90
-1	38	5	270
-1	38	6	180
-1	38	7	270
7	38	8	0
-1	38	9	180
-1	38	10	90
-1	38	11	90
-1	38	12	180
-1	38	13	90
-1	38	14	180
-1	38	15	180
-1	38	16	180
7	38	17	180
-1	38	18	180
7	38	19	270
7	38	20	0
-1	38	21	270
-1	38	22	90
-1	38	23	180
-1	38	24	180
-1	38	25	90
-1	38	26	180
-1	38	27	180
-1	38	28	180
-1	38	29	270
-1	38	30	180
-1	38	31	180
-1	38	32	0
-1	37	0	90
-1	37	1	180
-1	37	2	0
9	37	3	180
-1	37	4	90
-1	37	5	0
-1	37	6	0
-1	37	7	180
-1	37	8	180
-1	37	9	180
-1	37	10	180
-1	37	11	180
-1	37	12	180
-1	37	13	180
-1	37	14	180
-1	37	15	270
-1	37	16	270
-1	37	17	0
-1	37	18	90
-1	37	19	180
-1	37	20	180
-1	37	21	90
-1	37	22	0
-1	37	23	270
-1	37	24	90
-1	37	25	270
-1	37	26	180
-1	37	27	90
-1	37	28	0
-1	37	29	270
-1	37	30	180
-1	37	31	0
-1	37	32	270
-1	36	0	0
-1	36	1	270
-1	36	2	0
-1	36	3	270
-1	36	4	0
-1	36	5	0
-1	36	6	0
-1	36	7	180
-1	36	8	180
-1	36	9	180
-1	36	10	180
-1	36	11	270
-1	36	12	270
-1	36	13	180
-1	36	14	180
-1	36	15	90
-1	36	16	180
-1	36	17	180
-1	36	18	180
-1	36	19	180
-1	36	20	90
-1	36	21	180
-1	36	22	90
-1	36	23	90
-1	36	24	90
-1	36	25	270
-1	36	26	270
-1	36	27	270
-1	36	28	270
-1	36	29	270
-1	36	30	0
-1	36	31	270
-1	36	32	0
-1	35	0	0
-1	35	1	0
-1	35	2	0
-1	35	3	0
9	35	4	0
-1	35	5	0
-1	35	6	180
-1	35	7	90
-1	35	8	180
-1	35	9	180
-1	35	10	180
-1	35	11	270
-1	35	12	0
-1	35	13	180
-1	35	14	0
-1	35	15	90
-1	35	16	180
-1	35	17	180
-1	35	18	180
-1	35	19	90
-1	35	20	180
-1	35	21	180
-1	35	22	90
-1	35	23	180
-1	35	24	180
-1	35	25	270
-1	35	26	270
-1	35	27	180
-1	35	28	180
-1	35	29	0
-1	35	30	0
-1	35	31	0
-1	35	32	0
-1	34	0	0
-1	34	1	0
-1	34	2	0
-1	34	3	0
-1	34	4	270
-1	34	5	270
8	34	6	270
-1	34	7	180
7	34	8	90
-1	34	9	180
-1	34	10	180
-1	34	11	180
-1	34	12	90
-1	34	13	90
7	34	14	0
-1	34	15	90
-1	34	16	0
-1	34	17	180
-1	34	18	90
-1	34	19	0
-1	34	20	180
-1	34	21	270
-1	34	22	180
-1	34	23	180
-1	34	24	180
-1	34	25	180
-1	34	26	180
-1	34	27	180
-1	34	28	0
-1	34	29	0
-1	34	30	180
-1	34	31	0
-1	34	32	0
-1	33	0	0
-1	33	1	0
-1	33	2	0
-1	33	3	0
11	33	4	270
-1	33	5	180
-1	33	6	90
7	33	7	180
-1	33	8	180
-1	33	9	180
-1	33	10	270
7	33	11	180
-1	33	12	270
-1	33	13	180
7	33	14	0
-1	33	15	90
-1	33	16	180
-1	33	17	90
7	33	18	270
-1	33	19	180
-1	33	20	180
-1	33	21	180
-1	33	22	270
-1	33	23	270
7	33	24	0
-1	33	25	180
-1	33	26	270
-1	33	27	180
-1	33	28	90
-1	33	29	90
-1	33	30	0
-1	33	31	0
-1	33	32	270
-1	32	0	0
-1	32	1	0
-1	32	2	0
-1	32	3	0
8	32	4	270
-1	32	5	90
-1	32	6	0
-1	32	7	180
-1	32	8	90
-1	32	9	180
-1	32	10	90
-1	32	11	180
-1	32	12	180
-1	32	13	270
-1	32	14	0
-1	32	15	0
-1	32	16	180
-1	32	17	0
-1	32	18	0
-1	32	19	180
-1	32	20	180
-1	32	21	180
-1	32	22	180
-1	32	23	180
-1	32	24	180
-1	32	25	180
-1	32	26	270
-1	32	27	270
-1	32	28	270
-1	32	29	180
-1	32	30	90
-1	32	31	90
-1	32	32	0
-1	31	0	0
-1	31	1	0
-1	31	2	0
-1	31	3	180
8	31	4	270
-1	31	5	90
0	31	6	180
-1	31	7	270
-1	31	8	90
7	31	9	90
-1	31	10	0
-1	31	11	0
-1	31	12	270
-1	31	13	0
-1	31	14	180
-1	31	15	0
-1	31	16	90
-1	31	17	90
-1	31	18	180
15	31	19	270
-1	31	20	180
-1	31	21	180
-1	31	22	90
-1	31	23	270
-1	31	24	180
-1	31	25	180
-1	31	26	90
-1	31	27	180
-1	31	28	180
-1	31	29	180
-1	31	30	180
-1	31	31	270
-1	31	32	180
-1	30	0	0
-1	30	1	180
-1	30	2	90
-1	30	3	180
-1	30	4	0
-1	30	5	180
7	30	6	0
-1	30	7	0
-1	30	8	270
7	30	9	0
-1	30	10	0
-1	30	11	180
-1	30	12	180
-1	30	13	180
-1	30	14	180
-1	30	15	90
-1	30	16	180
-1	30	17	0
-1	30	18	180
-1	30	19	90
-1	30	20	90
-1	30	21	90
-1	30	22	0
-1	30	23	270
7	30	24	270
7	30	25	0
-1	30	26	180
-1	30	27	90
7	30	28	270
-1	30	29	180
-1	30	30	180
-1	30	31	180
-1	30	32	180
-1	29	0	0
-1	29	1	180
-1	29	2	180
8	29	3	90
-1	29	4	180
-1	29	5	90
-1	29	6	270
-1	29	7	90
-1	29	8	0
-1	29	9	0
